orderid,shipcity,shipstate,shippostalcode,shipcountry,courier_status
408-3168100-6610710,BENGALURU,KARNATAKA,560015.0,IN,Shipped
408-1217089-2244309,VELLORE,TAMIL NADU,632014.0,IN,Shipped
171-4005053-3239545,Port Blair,ANDAMAN & NICOBAR ,744101.0,IN,Shipped
171-3491566-9669144,Bandel,WEST BENGAL,712104.0,IN,Shipped
403-2803671-6238713,"Ilayangudi, Sivagangai",TAMIL NADU,630709.0,IN,Shipped
405-2159152-3337909,PANIHATI,WEST BENGAL,700114.0,IN,Shipped
405-1225639-2741916,BENGALURU,KARNATAKA,560092.0,IN,Shipped
406-6966044-4338762,BUDAUN,UTTAR PRADESH,243601.0,IN,Shipped
402-1126686-2117168,Thrissur,KERALA,680555.0,IN,Shipped
404-1367077-3327511,THIRUVANANTHAPURAM,KERALA,695003.0,IN,Shipped
171-1613026-8304303,HYDERABAD,TELANGANA,500038.0,IN,Shipped
407-6913990-5925937,MAHESANA,Gujarat,384001.0,IN,Shipped
405-5116033-4464342,RAJAHMUNDRY,ANDHRA PRADESH,533101.0,IN,Shipped
406-2913349-8710757,NAGPUR,MAHARASHTRA,440016.0,IN,Shipped
406-7344016-6445153,BHUBANESWAR,ODISHA,751024.0,IN,Shipped
405-9610502-5861920,"Banaswadi, Bengaluru",KARNATAKA,560043.0,IN,Shipped
407-9947638-8615546,GANDHINAGAR,Gujarat,382355.0,IN,Shipped
171-9552812-7168342,NEW DELHI,DELHI,110096.0,IN,Shipped
403-7726259-5563500,MUMBAI,MAHARASHTRA,400098.0,IN,Shipped
402-4893218-0589126,HYDERABAD,TELANGANA,500039.0,IN,Shipped
171-1478634-1301153,Jalgaon,MAHARASHTRA,425001.0,IN,Shipped
171-0169810-1362770,BENGALURU,KARNATAKA,560073.0,IN,Shipped
171-0169810-1362770,BENGALURU,KARNATAKA,560073.0,IN,Shipped
405-8304079-1896309,NAGPUR,MAHARASHTRA,441111.0,IN,Shipped
408-1948172-2116302,Kancheepuram,TAMIL NADU,631502.0,IN,Shipped
404-4457030-2345118,NEW DELHI,DELHI,110081.0,IN,Shipped
171-2897220-4114755,THANE,MAHARASHTRA,400601.0,IN,Shipped
403-4680829-7489913,GHAZIABAD,UTTAR PRADESH,201017.0,IN,Shipped
407-6254003-5107513,PERIYAKULAM,TAMIL NADU,625601.0,IN,Shipped
402-4282286-9530767,Razam,ANDHRA PRADESH,532127.0,IN,Shipped
403-8985642-1548358,RAXAUL BAZAR,BIHAR,845305.0,IN,Shipped
408-9298258-4808330,GURUGRAM,HARYANA,122011.0,IN,Shipped
405-9280619-7009149,CHENNAI,TAMIL NADU,600044.0,IN,Shipped
406-8319499-6017965,PATNA,BIHAR,800025.0,IN,Shipped
402-4386195-1801139,HYDERABAD,TELANGANA,500055.0,IN,Shipped
402-1230289-9483549,UDALGURI,ASSAM,784510.0,IN,Shipped
403-7300419-3581921,NEW DELHI,DELHI,110021.0,IN,Shipped
403-6401683-7695522,Ahmedabad,Gujarat,380054.0,IN,Shipped
408-3905352-1044352,KANPUR,UTTAR PRADESH,208002.0,IN,Shipped
404-5914935-6357943,Ulhasnagar,MAHARASHTRA,421004.0,IN,Shipped
403-8388360-8813924,BADLI,HARYANA,124105.0,IN,Shipped
406-2112806-6712354,HYDERABAD,TELANGANA,500059.0,IN,Shipped
171-8841299-2917919,BENGALURU,KARNATAKA,560048.0,IN,Shipped
404-9917865-9936362,GURUGRAM,HARYANA,122001.0,IN,Shipped
404-1174106-5017938,MUMBAI,MAHARASHTRA,400081.0,IN,Shipped
406-8355257-8200337,ahmedabad,Gujarat,380061.0,IN,Shipped
406-7000104-9425902,ahmedabad,Gujarat,380061.0,IN,Shipped
407-9104172-3413109,BENGALURU,KARNATAKA,560062.0,IN,Shipped
404-8091932-3273966,VISAKHAPATNAM,ANDHRA PRADESH,530017.0,IN,Shipped
405-9961160-9721128,TIRUPATI,ANDHRA PRADESH,517502.0,IN,Unknown
405-9290919-2590717,BHABHAR,Gujarat,385320.0,IN,Shipped
408-0234523-1281124,MATTANNUR,KERALA,670702.0,IN,Shipped
402-3267407-0465948,BENGALURU,KARNATAKA,560037.0,IN,Unknown
405-4607483-1903525,Dehradun,UTTARAKHAND,248001.0,IN,Shipped
405-4434560-9831534,Dehradun,UTTARAKHAND,248001.0,IN,Shipped
171-6431099-7662756,AHMEDABAD,Gujarat,380007.0,IN,Shipped
405-6254396-5851529,MUMBAI,MAHARASHTRA,400013.0,IN,Shipped
402-8931875-6856333,THIRUVANANTHAPURAM,KERALA,695017.0,IN,Shipped
406-4520761-3271551,VILLIAPPALLY,KERALA,673542.0,IN,Shipped
406-4217845-3431527,HYDERABAD,TELANGANA,501218.0,IN,Unshipped
405-6588452-5432363,KARNAPRAYAG,UTTARAKHAND,246444.0,IN,Shipped
404-0670600-6573131,MUMBAI,MAHARASHTRA,400010.0,IN,Shipped
404-5514545-2237903,NELLORE,ANDHRA PRADESH,524002.0,IN,Unshipped
406-2045934-1004316,BHUBANESWAR,ODISHA,751020.0,IN,Shipped
406-5458702-7025966,Guntur dist ponnur,ANDHRA PRADESH,522124.0,IN,Shipped
402-0526211-6588354,MUMBAI,MAHARASHTRA,400004.0,IN,Shipped
406-1651422-6048366,BENGALURU,KARNATAKA,560049.0,IN,Shipped
404-1164980-0743548,BHUBANESWAR,ODISHA,751014.0,IN,Shipped
408-8592242-4689925,BENGALURU,KARNATAKA,560096.0,IN,Unshipped
406-1437794-8030720,BHOPAL,MADHYA PRADESH,462022.0,IN,Shipped
403-0004473-6389139,BUNGAL,PUNJAB,145001.0,IN,Unshipped
171-0880276-6498709,NAVI MUMBAI,MAHARASHTRA,410210.0,IN,Shipped
171-2462123-7069957,KADIKKAD,KERALA,679561.0,IN,Cancelled
404-7443619-0957909,MUMBAI,MAHARASHTRA,400051.0,IN,Shipped
403-9270227-0071534,BENGALURU,KARNATAKA,560068.0,IN,Shipped
405-6229345-6237143,UDUPI,KARNATAKA,576104.0,IN,Shipped
404-9965747-0974710,CHENNAI,TAMIL NADU,600096.0,IN,Shipped
404-2978061-6981140,CHENNAI,TAMIL NADU,600096.0,IN,Shipped
404-2978061-6981140,CHENNAI,TAMIL NADU,600096.0,IN,Shipped
404-3900344-0708318,DIMAPUR,NAGALAND,797112.0,IN,Shipped
406-7912142-7944357,NEW DELHI,DELHI,110019.0,IN,Shipped
404-4492242-5541963,HYDERABAD,TELANGANA,500016.0,IN,Shipped
171-7727765-4369962,VIJAYAWADA,ANDHRA PRADESH,520013.0,IN,Shipped
402-1923558-1339568,VIJAYAWADA,ANDHRA PRADESH,520010.0,IN,Shipped
406-4730085-5853108,KOLKATA,WEST BENGAL,700018.0,IN,Shipped
404-1190035-3868339,NEW DELHI,DELHI,110078.0,IN,Shipped
408-8822466-2349902,VELLORE,TAMIL NADU,632009.0,IN,Shipped
406-7018146-0365938,MUMBAI,MAHARASHTRA,400081.0,IN,Shipped
406-0214474-1670742,MUMBAI,MAHARASHTRA,400081.0,IN,Shipped
406-0214474-1670742,MUMBAI,MAHARASHTRA,400081.0,IN,Shipped
402-1632400-3825120,PUNE,MAHARASHTRA,411041.0,IN,Unshipped
406-1502574-7093952,MANGALURU,KARNATAKA,575002.0,IN,Shipped
404-9553152-9198744,LUCKNOW,UTTAR PRADESH,226012.0,IN,Shipped
402-7269915-5181158,Bhilai,CHHATTISGARH,490001.0,IN,Shipped
407-0805656-3355558,KOLHAPUR,MAHARASHTRA,416008.0,IN,Shipped
171-4476834-6377911,Chennai,TAMIL NADU,600091.0,IN,Shipped
171-4476834-6377911,Chennai,TAMIL NADU,600091.0,IN,Shipped
403-4367585-6437918,VADODARA,Gujarat,390007.0,IN,Shipped
407-8611776-7216356,SECUNDERABAD,TELANGANA,500011.0,IN,Shipped
406-5092285-9522713,VARANASI,UTTAR PRADESH,221005.0,IN,Shipped
404-8286140-4504316,THANE,MAHARASHTRA,401107.0,IN,Shipped
408-8019500-4688352,KOLKATA,WEST BENGAL,700023.0,IN,Shipped
404-5521489-9873928,MUMBAI,MAHARASHTRA,400055.0,IN,Shipped
406-3351689-9041932,HYDERABAD,TELANGANA,500089.0,IN,Shipped
171-5961123-5031518,NEW DELHI,DELHI,110070.0,IN,Shipped
403-0611327-5153140,BENGALURU,KARNATAKA,560016.0,IN,Shipped
406-6263941-2252334,Thane,MAHARASHTRA,401107.0,IN,Shipped
171-1979104-0682715,PALAKKAD,KERALA,679551.0,IN,Shipped
402-0291265-8497969,BENGALURU,KARNATAKA,560038.0,IN,Unknown
405-4224160-5406744,MUMBAI,MAHARASHTRA,400081.0,IN,Unknown
171-7718922-7643545,BELAGAVI,KARNATAKA,590001.0,IN,Shipped
404-5077872-7569968,RAJKOT,Gujarat,360001.0,IN,Shipped
405-6127335-8537150,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,Shipped
405-5072638-5053100,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,Shipped
405-5072638-5053100,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,Shipped
404-4178459-5526722,MUMBAI,MAHARASHTRA,400102.0,IN,Shipped
404-4178459-5526722,MUMBAI,MAHARASHTRA,400102.0,IN,Shipped
406-4525499-1553934,CHENNAI,TAMIL NADU,600048.0,IN,Shipped
406-2495019-0710732,THANE,MAHARASHTRA,400605.0,IN,Shipped
171-8813078-0005158,MUMBAI,MAHARASHTRA,400008.0,IN,Shipped
402-3348002-0992302,SECUNDERABAD,TELANGANA,500061.0,IN,Shipped
403-7197018-2393951,Ulhasnagar,MAHARASHTRA,421005.0,IN,Shipped
402-4737370-4080349,MUMBAI,MAHARASHTRA,400078.0,IN,Shipped
403-2103834-8122743,MUMBAI,MAHARASHTRA,400082.0,IN,Shipped
405-3060800-7156315,SONIPAT,HARYANA,131001.0,IN,Shipped
408-2745640-5705920,HYDERABAD,TELANGANA,500081.0,IN,Shipped
408-6874388-5048367,THALAKKULATHUR,KERALA,673303.0,IN,Shipped
408-1385262-8585167,THALAKKULATHUR,KERALA,673303.0,IN,Shipped
402-6855872-4732347,NAVI MUMBAI,MAHARASHTRA,400702.0,IN,Cancelled
171-9297827-9621163,GHAZIABAD,UTTAR PRADESH,201009.0,IN,Shipped
403-3826563-4426765,MUMBAI,MAHARASHTRA,400056.0,IN,Shipped
407-7298991-4244331,KOLKATA,WEST BENGAL,700051.0,IN,Shipped
171-3066033-2204314,Hyderabad,TELANGANA,500055.0,IN,Unknown
405-4410132-6852302,New Delhi,DELHI,110019.0,IN,Shipped
171-7767248-8790748,KOLKATA,WEST BENGAL,700101.0,IN,Cancelled
403-8916935-6475565,HYDERABAD,TELANGANA,500072.0,IN,Shipped
403-8860859-8437100,BHUBANESWAR,ODISHA,751021.0,IN,Unshipped
405-2837298-4973148,KOLKATA,WEST BENGAL,700082.0,IN,Shipped
402-6012736-9588338,HYDERABAD,TELANGANA,500087.0,IN,Shipped
404-8745043-1877167,KOLKATA,WEST BENGAL,700006.0,IN,Shipped
403-5473821-2445127,NEW DELHI,DELHI,110030.0,IN,Unshipped
171-4380968-9875511,JORHAT,ASSAM,785001.0,IN,Shipped
171-0727904-3890756,MUMBAI,MAHARASHTRA,400080.0,IN,Shipped
403-6038820-1013151,BENGALURU,KARNATAKA,560064.0,IN,Shipped
407-3313534-3404351,Kolkata,WEST BENGAL,700141.0,IN,Shipped
407-9441147-5889124,PATNA,BIHAR,800020.0,IN,Shipped
404-3119713-3394721,HYDERABAD,TELANGANA,500089.0,IN,Shipped
403-4382405-4485115,VARANASI,UTTAR PRADESH,221005.0,IN,Shipped
405-3228034-2732322,SATNA,MADHYA PRADESH,485001.0,IN,Shipped
407-1817832-8673134,NAGPUR,MAHARASHTRA,440026.0,IN,Shipped
403-9115284-9361147,MUMBAI,MAHARASHTRA,400101.0,IN,Shipped
407-8353389-1241964,GURUGRAM,HARYANA,122002.0,IN,Shipped
404-0260335-1002720,MUMBAI,MAHARASHTRA,400080.0,IN,Shipped
405-2256063-1940363,BHUNTAR,HIMACHAL PRADESH,175125.0,IN,Shipped
171-1204648-5887558,KADUR,KARNATAKA,577548.0,IN,Shipped
406-0139165-7385137,SIBSAGAR,ASSAM,785640.0,IN,Shipped
406-1053701-6542746,THANE,MAHARASHTRA,401107.0,IN,Shipped
402-8295586-2895553,Hooghly,WEST BENGAL,712223.0,IN,Shipped
403-0718748-8044318,VADODARA,Gujarat,390002.0,IN,Shipped
408-9406034-0237145,BENGALURU,KARNATAKA,560086.0,IN,Shipped
408-2444319-4678763,GURUGRAM,HARYANA,122001.0,IN,Shipped
407-7268457-2258745,BENGALURU,KARNATAKA,560076.0,IN,Shipped
407-5940694-4157930,BENGALURU,KARNATAKA,560076.0,IN,Shipped
403-2859783-8917924,ALLAHABAD,UTTAR PRADESH,211012.0,IN,Shipped
406-0430728-5705139,BENGALURU,KARNATAKA,560037.0,IN,Unknown
408-4097217-4063555,HYDERABAD,TELANGANA,500018.0,IN,Shipped
404-2690744-8845169,BHUBANESWAR,ODISHA,751022.0,IN,Shipped
171-9858043-4405109,DIGBOI,ASSAM,786171.0,IN,Shipped
171-1585949-4069941,DIGBOI,ASSAM,786171.0,IN,Shipped
405-3455707-4040328,MAHESANA,Gujarat,384001.0,IN,Shipped
408-5163366-7435511,GHAZIABAD,UTTAR PRADESH,201014.0,IN,Shipped
408-2178332-3281104,BENGALURU,KARNATAKA,560064.0,IN,Shipped
405-6988105-5835502,ERNAKULAM,KERALA,682012.0,IN,Shipped
404-9439856-0349915,LUCKNOW,UTTAR PRADESH,226016.0,IN,Shipped
171-3298139-6227543,HYDERABAD,TELANGANA,500019.0,IN,Shipped
403-6679899-7266723,GURUGRAM,HARYANA,122015.0,IN,Shipped
405-3296680-2092303,BASTI,UTTAR PRADESH,272124.0,IN,Shipped
408-6148691-7042763,REWARI,HARYANA,123401.0,IN,Shipped
404-3276446-1785157,KOLKATA,WEST BENGAL,700054.0,IN,Shipped
403-7336195-5877953,NAGPUR,MAHARASHTRA,440027.0,IN,Shipped
403-8521833-8168337,LUCKNOW,UTTAR PRADESH,226016.0,IN,Shipped
403-5129990-6638739,HOSUR,TAMIL NADU,635109.0,IN,Cancelled
402-2957518-9575511,SOLAN,HIMACHAL PRADESH,173211.0,IN,Shipped
403-6318420-7385911,HOSUR,TAMIL NADU,635109.0,IN,Cancelled
402-6594458-1659525,SECUNDERABAD,TELANGANA,500003.0,IN,Shipped
402-7133979-6284333,JAGTIAL,TELANGANA,505327.0,IN,Shipped
408-0577260-1805964,CACHAR,ASSAM,788003.0,IN,Shipped
404-7682890-6502761,BEAWAR,RAJASTHAN,305901.0,IN,Shipped
404-4292755-4736303,BENGALURU,KARNATAKA,560087.0,IN,Shipped
405-8213737-9674764,NEW DELHI,DELHI,110019.0,IN,Shipped
406-4393128-5629912,NEW DELHI,DELHI,110015.0,IN,Shipped
408-3104914-9490754,BUTIBORI,MAHARASHTRA,441108.0,IN,Shipped
406-1842397-6510706,Bhiwandi,MAHARASHTRA,421302.0,IN,Shipped
171-5187862-8564334,THANE,MAHARASHTRA,421301.0,IN,Shipped
404-9523950-5697151,BENGALURU,KARNATAKA,560037.0,IN,Shipped
404-8540214-8125160,BENGALURU,KARNATAKA,560037.0,IN,Shipped
403-6883797-3182753,NEW DELHI,DELHI,110095.0,IN,Shipped
406-7365128-0756336,JAMKHANDI,KARNATAKA,587301.0,IN,Shipped
405-7746717-3433122,HALDIA,WEST BENGAL,721607.0,IN,Shipped
408-6096559-3389101,CHENNAI,TAMIL NADU,600080.0,IN,Shipped
404-9621364-6708356,NEDUMANGAD,KERALA,695541.0,IN,Shipped
407-6199504-4778758,HYDERABAD,TELANGANA,502032.0,IN,Shipped
403-6512111-6497925,Gurugram,HARYANA,122017.0,IN,Shipped
405-1764324-9333168,HYDERABAD,TELANGANA,500094.0,IN,Shipped
408-7605245-4309903,MUMBAI,MAHARASHTRA,400042.0,IN,Shipped
405-1919559-4711523,MUMBAI,MAHARASHTRA,400070.0,IN,Shipped
408-8050115-0779557,BHATAPARA,CHHATTISGARH,493118.0,IN,Shipped
407-2085563-2773932,REWA,MADHYA PRADESH,486001.0,IN,Shipped
407-5605457-2782714,BIDAR,KARNATAKA,585401.0,IN,Unshipped
171-4400788-8911549,MUMBAI,MAHARASHTRA,400018.0,IN,Shipped
404-8999662-5943548,CHENNAI,TAMIL NADU,600059.0,IN,Shipped
405-9658159-6439516,MEERUT,UTTAR PRADESH,250001.0,IN,Unshipped
406-6604176-4397923,PUNE,MAHARASHTRA,411047.0,IN,Shipped
406-5697404-4126712,PUNE,MAHARASHTRA,411047.0,IN,Shipped
405-3587608-3685961,BENGALURU,KARNATAKA,560049.0,IN,Shipped
404-2313510-8753132,GURUGRAM,HARYANA,122011.0,IN,Shipped
171-2099308-6005156,COIMBATORE,TAMIL NADU,641045.0,IN,Shipped
408-6804335-3039538,CHANDIGARH,CHANDIGARH,160011.0,IN,Shipped
408-9023250-5291526,MUMBAI,MAHARASHTRA,400068.0,IN,Shipped
402-6697165-3536368,GREATER NOIDA,UTTAR PRADESH,201308.0,IN,Shipped
403-8086324-7503500,HYDERABAD,TELANGANA,501510.0,IN,Shipped
407-0609945-5169927,Raipur,CHHATTISGARH,492010.0,IN,Shipped
171-0966996-3200340,GUWAHATI,ASSAM,781019.0,IN,Shipped
404-8544035-6595561,PONDA,GOA,403401.0,IN,Shipped
404-6240949-2553167,PONDA,GOA,403401.0,IN,Shipped
171-0682801-2017135,SRI GANGANAGAR,RAJASTHAN,335001.0,IN,Shipped
171-4477015-2708348,CHANCHAL,WEST BENGAL,732123.0,IN,Shipped
404-9117259-2548337,MUMBAI,MAHARASHTRA,400095.0,IN,Shipped
171-6966870-2049121,MUMBAI,MAHARASHTRA,400068.0,IN,Shipped
402-4651778-4259505,CHENNAI,TAMIL NADU,600050.0,IN,Shipped
407-3240699-2080365,BIDAR,KARNATAKA,585401.0,IN,Unknown
403-7688029-3506706,Chennai,TAMIL NADU,600040.0,IN,Shipped
403-3588949-9453135,Chennai,TAMIL NADU,600040.0,IN,Shipped
404-5918512-8733937,VADODARA,Gujarat,390001.0,IN,Shipped
171-7677156-3597933,Raipur,CHHATTISGARH,492001.0,IN,Shipped
406-3536411-9751506,NEW DELHI,DELHI,110015.0,IN,Shipped
404-5569076-6477951,NAGPUR,MAHARASHTRA,440022.0,IN,Shipped
402-1500350-9807568,BENGALURU,KARNATAKA,560056.0,IN,Unshipped
408-1798845-9406769,NEW DELHI,DELHI,110019.0,IN,Shipped
407-6014076-6959530,AHMEDABAD,Gujarat,382340.0,IN,Shipped
408-9910405-8432301,BENGALURU,KARNATAKA,560094.0,IN,Shipped
405-1970534-0847521,KURUKSHETRA,HARYANA,136118.0,IN,Shipped
408-0241704-3949145,ZIRAKPUR,PUNJAB,140603.0,IN,Shipped
408-0241704-3949145,ZIRAKPUR,PUNJAB,140603.0,IN,Shipped
404-7089451-7537963,AGRA,UTTAR PRADESH,282010.0,IN,Shipped
171-0066199-7241921,YAVATMAL,MAHARASHTRA,445001.0,IN,Shipped
403-7801558-7756352,KOCHI,KERALA,682002.0,IN,Unknown
403-7801558-7756352,KOCHI,KERALA,682002.0,IN,Unknown
403-3833371-4185950,KOCHI,KERALA,682002.0,IN,Shipped
405-3051028-7888319,NEW DELHI,DELHI,110055.0,IN,Shipped
405-2954233-0885114,NEW DELHI,DELHI,110055.0,IN,Shipped
407-3051875-5620359,CHENNAI,TAMIL NADU,600128.0,IN,Shipped
407-7801903-2094711,BENGALURU,KARNATAKA,560050.0,IN,Shipped
402-7419795-8832343,Noida,UTTAR PRADESH,201301.0,IN,Shipped
405-6568450-2416345,NEW DELHI,DELHI,110025.0,IN,Shipped
402-0098691-9703546,SRINAGAR,JAMMU & KASHMIR,190001.0,IN,Shipped
405-1585172-0548305,VIZIANAGARAM,ANDHRA PRADESH,535003.0,IN,Shipped
408-3345323-2587537,BOKARO STEEL CITY,JHARKHAND,827004.0,IN,Shipped
406-7477112-7109125,NEW TOWN,WEST BENGAL,700136.0,IN,Cancelled
406-3415156-5607512,RAJPUR SONARPUR,WEST BENGAL,700150.0,IN,Shipped
407-6292311-8601959,Chennai,TAMIL NADU,601301.0,IN,Shipped
408-8649090-1325947,PUDUCHERRY,PUDUCHERRY,605008.0,IN,Shipped
405-9749216-4056336,PUNE,MAHARASHTRA,411014.0,IN,Shipped
403-2251997-0722715,BENGALURU,KARNATAKA,560077.0,IN,Shipped
402-0045570-4848362,LALA,ASSAM,788163.0,IN,Shipped
407-8994270-8534716,CHANDIGARH,CHANDIGARH,160002.0,IN,Shipped
402-0366829-0294724,MADURAI,TAMIL NADU,625009.0,IN,Shipped
407-0954721-9675544,BENGALURU,KARNATAKA,560048.0,IN,Unknown
404-9979811-1204333,KOTTAYAM,KERALA,686635.0,IN,Unknown
405-2246990-0777940,REWA,MADHYA PRADESH,486001.0,IN,Shipped
407-1262717-3125101,HAILAKANDI,ASSAM,788151.0,IN,Shipped
408-0669618-4967534,NEW DELHI,DELHI,110091.0,IN,Shipped
171-9916515-6756331,KOLAR,KARNATAKA,563101.0,IN,Shipped
404-7671334-6514760,NEW DELHI,DELHI,110059.0,IN,Shipped
406-2867469-8047535,KOLKATA,WEST BENGAL,700032.0,IN,Shipped
404-6201740-2557903,BENGALURU,KARNATAKA,560067.0,IN,Shipped
403-9794267-8419524,NALGONDA,TELANGANA,508001.0,IN,Shipped
407-1162074-6756363,NELLORE,ANDHRA PRADESH,524413.0,IN,Unknown
402-5875524-0165161,FARIDABAD,HARYANA,121008.0,IN,Shipped
402-5875524-0165161,FARIDABAD,HARYANA,121008.0,IN,Shipped
402-5787864-2147519,DURGAPUR,WEST BENGAL,713214.0,IN,Shipped
408-6244961-9007541,Bengaluru,KARNATAKA,560036.0,IN,Cancelled
171-5769331-1276350,Coochbehar,WEST BENGAL,736172.0,IN,Shipped
404-9262046-4015505,RAIPUR,CHHATTISGARH,492001.0,IN,Shipped
405-7757387-2727568,BENGALURU,KARNATAKA,560077.0,IN,Shipped
402-0538923-6372339,HYDERABAD,TELANGANA,500015.0,IN,Shipped
402-0538923-6372339,HYDERABAD,TELANGANA,500015.0,IN,Shipped
408-1276142-4174768,JODHPUR,RAJASTHAN,342005.0,IN,Shipped
407-3881664-2192312,Kalyan,MAHARASHTRA,421306.0,IN,Shipped
402-1344996-1941123,GURUGRAM,HARYANA,122017.0,IN,Shipped
408-6041849-5066740,MUMBAI,MAHARASHTRA,400075.0,IN,Unknown
407-9658439-2113941,BENGALURU,KARNATAKA,560048.0,IN,Shipped
405-1309020-7142734,BENGALURU,KARNATAKA,560094.0,IN,Shipped
405-5875412-0371502,HYDERABAD,TELANGANA,500049.0,IN,Shipped
405-3640220-0073944,HYDERABAD,TELANGANA,500049.0,IN,Shipped
406-8759190-9888301,KOCHI,KERALA,682010.0,IN,Shipped
171-4066647-3474762,PUNE,MAHARASHTRA,411038.0,IN,Shipped
404-8198091-0779563,AHMEDABAD,Gujarat,380054.0,IN,Shipped
406-7984994-6069162,CHENNAI,TAMIL NADU,600125.0,IN,Shipped
408-5366719-3457923,MUMBAI,MAHARASHTRA,401107.0,IN,Shipped
403-7443886-3442752,PONDYCHERRY,PUDUCHERRY,605107.0,IN,Shipped
405-8743710-6986704,Margao,Goa,403602.0,IN,Shipped
404-6685817-2384311,GREATER NOIDA,UTTAR PRADESH,201310.0,IN,Shipped
405-8887440-7610736,Mumbai,MAHARASHTRA,400059.0,IN,Shipped
404-7596856-4814759,Haldwani,UTTARAKHAND,263139.0,IN,Shipped
408-2575189-3635543,BENGALURU,KARNATAKA,560103.0,IN,Shipped
408-1927059-6186704,CHENNAI,TAMIL NADU,600096.0,IN,Shipped
403-1520855-1621947,BALAGHAT,MADHYA PRADESH,481001.0,IN,Shipped
404-4293978-7097134,Amtady,KARNATAKA,574219.0,IN,Shipped
171-9292626-3220321,GURUGRAM,HARYANA,122003.0,IN,Shipped
402-6621113-0775551,NEW DELHI,DELHI,110012.0,IN,Shipped
405-7848968-5501909,HALIYAL,KARNATAKA,581329.0,IN,Shipped
405-3917810-0650746,GURGAON,HARYANA,122001.0,IN,Shipped
407-3007368-4017139,BENGALURU,KARNATAKA,560064.0,IN,Shipped
408-2627695-4547558,KOTTAYAM,KERALA,686016.0,IN,Shipped
171-8820044-0821917,THANE,MAHARASHTRA,400607.0,IN,Shipped
402-6409452-0419547,GURUGRAM,HARYANA,122101.0,IN,Shipped
406-0220139-9548366,THANE,MAHARASHTRA,401107.0,IN,Shipped
406-2539901-3159553,SHAHJAHANPUR,UTTAR PRADESH,242001.0,IN,Shipped
407-9865127-3950716,AURANGABAD,MAHARASHTRA,431001.0,IN,Shipped
403-7096325-0826727,Chengalpattu,TAMIL NADU,603004.0,IN,Shipped
171-9269114-9178764,ALLAPALLI,MAHARASHTRA,442703.0,IN,Shipped
408-2772769-9582737,SHAHDOL,MADHYA PRADESH,484117.0,IN,Shipped
404-0801322-9033932,BELA PRATAPGARH,UTTAR PRADESH,230001.0,IN,Unknown
404-0801322-9033932,BELA PRATAPGARH,UTTAR PRADESH,230001.0,IN,Unknown
171-9772223-7459553,MUMBAI,MAHARASHTRA,400078.0,IN,Shipped
404-9873304-1213128,Haldwani,UTTARAKHAND,263139.0,IN,Shipped
171-0805500-1418765,VADODARA,Gujarat,390018.0,IN,Shipped
171-9270872-2310749,KOLKATA,WEST BENGAL,700019.0,IN,Shipped
402-6053537-9799504,GHAZIABAD,UTTAR PRADESH,201016.0,IN,Shipped
402-4380388-4495542,GHAZIABAD,UTTAR PRADESH,201016.0,IN,Shipped
408-6125939-7597153,MUMBAI,MAHARASHTRA,400053.0,IN,Shipped
405-8362760-8534707,NOIDA,UTTAR PRADESH,201307.0,IN,Shipped
407-7026053-2683515,BENGALURU,KARNATAKA,560037.0,IN,Shipped
405-1803410-0664334,UNA,HIMACHAL PRADESH,174303.0,IN,Shipped
171-7222088-7624324,IMPHAL WEST,MANIPUR,795002.0,IN,Shipped
405-8060110-4281940,VASAI VIRAR,MAHARASHTRA,401303.0,IN,Shipped
408-0024573-2687504,HYDERABAD,TELANGANA,500084.0,IN,Shipped
407-6287363-8009939,TAMNAR,CHHATTISGARH,496107.0,IN,Shipped
406-1206532-0925913,"Navi Mumbai,THANE",MAHARASHTRA,400614.0,IN,Cancelled
171-6620689-2676365,JAIPUR,RAJASTHAN,302017.0,IN,Shipped
171-3265986-7781924,JAIPUR,RAJASTHAN,302017.0,IN,Shipped
408-9032642-9746728,BARRACKPORE,WEST BENGAL,700122.0,IN,Shipped
407-5426283-5382711,BENGALURU,KARNATAKA,560103.0,IN,Shipped
407-5426283-5382711,BENGALURU,KARNATAKA,560103.0,IN,Shipped
407-9901950-0309134,DURGAPUR,WEST BENGAL,713205.0,IN,Unknown
407-5800332-1995518,NEW DELHI,DELHI,110030.0,IN,Shipped
404-9313681-3249165,PATNA,BIHAR,800014.0,IN,Shipped
408-5737842-3203553,CHENNAI,TAMIL NADU,600125.0,IN,Shipped
171-6650244-7777104,BENGALURU,KARNATAKA,560058.0,IN,Shipped
171-9779319-7510724,Chennai,TAMIL NADU,600023.0,IN,Shipped
407-7280785-1564340,Gurgaon,HARYANA,122018.0,IN,Shipped
408-8758447-5870701,UDHAMPUR,JAMMU & KASHMIR,182101.0,IN,Shipped
408-0330486-9208321,Mumbai,MAHARASHTRA,400064.0,IN,Shipped
402-9630711-2450755,KOTTAYAM,KERALA,686002.0,IN,Shipped
403-1121435-6710703,GURUGRAM,HARYANA,122001.0,IN,Shipped
408-9736271-8016328,PURNIA,BIHAR,854303.0,IN,Shipped
171-9105317-1569103,HYDERABAD,TELANGANA,500098.0,IN,Shipped
408-4163402-6846741,ADDAKAL,TELANGANA,509382.0,IN,Unknown
