orderid,fulfillment,shipservicelevel
407-5512922-1017131,Amazon,Expedited
404-4850852-1051543,Amazon,Expedited
408-9338456-3970718,Amazon,Standard
171-0998262-4009138,Amazon,Expedited
407-6464371-4721948,Merchant,Standard
407-6464371-4721948,Merchant,Standard
407-1106081-8339549,Amazon,Expedited
406-4272047-6672315,Amazon,Expedited
407-8750750-9600320,Amazon,Expedited
405-5971645-4953925,Amazon,Expedited
404-1287419-5957960,Amazon,Expedited
404-9086564-6185934,Merchant,Standard
407-7730882-3240332,Amazon,Expedited
171-9998126-0070740,Amazon,Expedited
404-8075078-6920308,Amazon,Expedited
408-6470580-6185147,Amazon,Expedited
406-3317906-1411501,Merchant,Standard
407-4856709-0217915,Amazon,Expedited
402-1425273-5885106,Amazon,Expedited
405-0182533-8089922,Amazon,Expedited
407-2693089-2273915,Amazon,Expedited
408-4323490-4065148,Amazon,Expedited
408-4155887-9750743,Merchant,Standard
404-6180783-0232335,Amazon,Expedited
404-6180783-0232335,Amazon,Expedited
403-9386438-5021104,Amazon,Expedited
402-9940699-5926750,Merchant,Standard
405-1474158-3832363,Amazon,Expedited
405-1474158-3832363,Amazon,Expedited
408-5930316-1228344,Amazon,Expedited
407-2411763-9743510,Merchant,Standard
408-9153542-6724360,Amazon,Expedited
407-7334254-3440338,Amazon,Expedited
407-8528351-1532307,Amazon,Expedited
407-0957001-3853104,Amazon,Expedited
408-7916864-8557952,Merchant,Standard
402-7777726-3004319,Amazon,Expedited
403-5858803-4786741,Amazon,Expedited
408-6560316-4326758,Amazon,Standard
405-8943141-4225168,Merchant,Standard
171-3784767-6075547,Amazon,Expedited
403-8689214-5984333,Amazon,Expedited
402-2379252-5068345,Amazon,Expedited
402-9359174-3933911,Amazon,Expedited
171-6463386-7040352,Merchant,Standard
408-6349629-6849931,Merchant,Standard
403-2598539-6705919,Merchant,Standard
404-0814480-8157169,Amazon,Expedited
404-0814480-8157169,Amazon,Expedited
406-1719672-6593146,Amazon,Expedited
406-1719672-6593146,Amazon,Expedited
404-0648048-1547512,Amazon,Expedited
404-6187428-2677125,Amazon,Expedited
405-9529745-2486767,Merchant,Standard
403-0640960-1142743,Amazon,Expedited
171-4908756-6825934,Amazon,Expedited
402-6242660-3791507,Amazon,Expedited
408-3963956-9054738,Merchant,Standard
403-5592001-5944335,Amazon,Expedited
405-5241900-5429900,Amazon,Expedited
402-0304643-8113910,Merchant,Standard
405-0857013-6017959,Merchant,Standard
403-6813931-5191540,Amazon,Expedited
408-9167279-8113927,Merchant,Standard
408-8969729-2665919,Amazon,Expedited
406-2764296-9821964,Amazon,Expedited
407-5549009-7693120,Amazon,Expedited
402-6166936-1377140,Amazon,Expedited
406-7177329-9256321,Merchant,Standard
406-3022144-5742705,Amazon,Expedited
408-5501152-0064344,Merchant,Standard
408-5501152-0064344,Merchant,Standard
402-7108767-7365115,Merchant,Standard
402-4461977-9541920,Amazon,Expedited
402-4461977-9541920,Amazon,Expedited
402-4461977-9541920,Amazon,Expedited
402-4473697-3563515,Amazon,Expedited
404-0186996-2812338,Amazon,Expedited
408-3958366-2477132,Amazon,Expedited
171-7877406-4080317,Amazon,Expedited
171-0594005-6259502,Merchant,Standard
404-5259816-3691561,Amazon,Expedited
408-4158189-1389110,Amazon,Expedited
406-5173980-7285129,Amazon,Expedited
402-9275763-3353164,Merchant,Standard
405-2447418-1302765,Amazon,Expedited
403-4947842-9768365,Merchant,Standard
403-0084276-9623557,Merchant,Standard
408-9838846-5067523,Amazon,Standard
408-9033203-1170738,Amazon,Expedited
407-5144163-4853961,Amazon,Expedited
402-9878967-6551549,Merchant,Standard
402-2573930-5508359,Amazon,Standard
402-3372886-8299535,Amazon,Expedited
403-2652616-1576356,Amazon,Expedited
403-2651795-0621911,Merchant,Standard
403-8574107-0070701,Amazon,Expedited
403-2971736-0791568,Amazon,Expedited
406-9309540-1674740,Amazon,Expedited
171-2782023-5710711,Amazon,Expedited
171-3740843-6733149,Amazon,Expedited
171-0600216-6049127,Merchant,Standard
406-0275187-8372320,Merchant,Standard
406-0275187-8372320,Merchant,Standard
408-3168100-6610710,Amazon,Expedited
408-1217089-2244309,Merchant,Standard
171-4005053-3239545,Amazon,Expedited
171-3491566-9669144,Merchant,Standard
403-2803671-6238713,Amazon,Expedited
405-2159152-3337909,Amazon,Expedited
405-1225639-2741916,Merchant,Standard
406-6966044-4338762,Amazon,Expedited
402-1126686-2117168,Merchant,Standard
404-1367077-3327511,Amazon,Expedited
171-1613026-8304303,Merchant,Standard
407-6913990-5925937,Amazon,Expedited
405-5116033-4464342,Merchant,Standard
406-2913349-8710757,Merchant,Standard
406-7344016-6445153,Merchant,Standard
405-9610502-5861920,Merchant,Standard
407-9947638-8615546,Merchant,Standard
171-9552812-7168342,Amazon,Expedited
403-7726259-5563500,Merchant,Standard
402-4893218-0589126,Merchant,Standard
171-1478634-1301153,Amazon,Expedited
171-0169810-1362770,Amazon,Expedited
171-0169810-1362770,Amazon,Expedited
405-8304079-1896309,Amazon,Expedited
408-1948172-2116302,Merchant,Standard
404-4457030-2345118,Amazon,Expedited
171-2897220-4114755,Amazon,Expedited
403-4680829-7489913,Amazon,Expedited
407-6254003-5107513,Amazon,Expedited
402-4282286-9530767,Amazon,Expedited
403-8985642-1548358,Amazon,Expedited
408-9298258-4808330,Amazon,Expedited
405-9280619-7009149,Amazon,Expedited
406-8319499-6017965,Amazon,Expedited
402-4386195-1801139,Merchant,Standard
402-1230289-9483549,Amazon,Expedited
403-7300419-3581921,Amazon,Expedited
403-6401683-7695522,Amazon,Expedited
408-3905352-1044352,Merchant,Standard
404-5914935-6357943,Merchant,Standard
403-8388360-8813924,Amazon,Expedited
406-2112806-6712354,Amazon,Expedited
171-8841299-2917919,Amazon,Expedited
404-9917865-9936362,Amazon,Expedited
404-1174106-5017938,Amazon,Expedited
406-8355257-8200337,Amazon,Expedited
406-7000104-9425902,Amazon,Expedited
407-9104172-3413109,Amazon,Expedited
404-8091932-3273966,Amazon,Expedited
405-9961160-9721128,Merchant,Standard
405-9290919-2590717,Amazon,Expedited
408-0234523-1281124,Amazon,Expedited
402-3267407-0465948,Merchant,Standard
405-4607483-1903525,Amazon,Expedited
405-4434560-9831534,Merchant,Standard
171-6431099-7662756,Merchant,Standard
405-6254396-5851529,Amazon,Expedited
402-8931875-6856333,Merchant,Standard
406-4520761-3271551,Amazon,Expedited
406-4217845-3431527,Amazon,Expedited
405-6588452-5432363,Merchant,Standard
404-0670600-6573131,Amazon,Expedited
404-5514545-2237903,Amazon,Expedited
406-2045934-1004316,Amazon,Expedited
406-5458702-7025966,Merchant,Standard
402-0526211-6588354,Amazon,Expedited
406-1651422-6048366,Amazon,Expedited
404-1164980-0743548,Amazon,Expedited
408-8592242-4689925,Amazon,Expedited
406-1437794-8030720,Amazon,Expedited
403-0004473-6389139,Amazon,Expedited
171-0880276-6498709,Amazon,Expedited
171-2462123-7069957,Amazon,Expedited
404-7443619-0957909,Amazon,Expedited
403-9270227-0071534,Amazon,Expedited
405-6229345-6237143,Amazon,Expedited
404-9965747-0974710,Amazon,Expedited
404-2978061-6981140,Merchant,Standard
404-2978061-6981140,Merchant,Standard
404-3900344-0708318,Amazon,Expedited
406-7912142-7944357,Amazon,Expedited
404-4492242-5541963,Amazon,Expedited
171-7727765-4369962,Amazon,Expedited
402-1923558-1339568,Amazon,Expedited
406-4730085-5853108,Merchant,Standard
404-1190035-3868339,Amazon,Expedited
408-8822466-2349902,Amazon,Expedited
406-7018146-0365938,Merchant,Standard
406-0214474-1670742,Amazon,Expedited
406-0214474-1670742,Amazon,Expedited
402-1632400-3825120,Amazon,Expedited
406-1502574-7093952,Amazon,Expedited
404-9553152-9198744,Merchant,Standard
402-7269915-5181158,Merchant,Standard
407-0805656-3355558,Amazon,Expedited
171-4476834-6377911,Merchant,Standard
171-4476834-6377911,Merchant,Standard
403-4367585-6437918,Merchant,Standard
407-8611776-7216356,Merchant,Standard
406-5092285-9522713,Amazon,Expedited
404-8286140-4504316,Amazon,Expedited
408-8019500-4688352,Amazon,Expedited
404-5521489-9873928,Amazon,Expedited
406-3351689-9041932,Amazon,Expedited
171-5961123-5031518,Amazon,Expedited
403-0611327-5153140,Amazon,Expedited
406-6263941-2252334,Amazon,Expedited
171-1979104-0682715,Amazon,Expedited
402-0291265-8497969,Merchant,Standard
405-4224160-5406744,Merchant,Standard
171-7718922-7643545,Amazon,Expedited
404-5077872-7569968,Amazon,Expedited
405-6127335-8537150,Amazon,Expedited
405-5072638-5053100,Merchant,Standard
405-5072638-5053100,Merchant,Standard
404-4178459-5526722,Merchant,Standard
404-4178459-5526722,Merchant,Standard
406-4525499-1553934,Amazon,Expedited
406-2495019-0710732,Merchant,Standard
171-8813078-0005158,Amazon,Expedited
402-3348002-0992302,Amazon,Expedited
403-7197018-2393951,Amazon,Expedited
402-4737370-4080349,Amazon,Expedited
403-2103834-8122743,Amazon,Expedited
405-3060800-7156315,Merchant,Standard
408-2745640-5705920,Merchant,Standard
408-6874388-5048367,Amazon,Expedited
408-1385262-8585167,Amazon,Expedited
402-6855872-4732347,Amazon,Expedited
171-9297827-9621163,Amazon,Expedited
403-3826563-4426765,Amazon,Expedited
407-7298991-4244331,Merchant,Standard
171-3066033-2204314,Merchant,Standard
405-4410132-6852302,Amazon,Expedited
171-7767248-8790748,Amazon,Expedited
403-8916935-6475565,Amazon,Expedited
403-8860859-8437100,Amazon,Expedited
405-2837298-4973148,Amazon,Expedited
402-6012736-9588338,Amazon,Expedited
404-8745043-1877167,Amazon,Expedited
403-5473821-2445127,Amazon,Expedited
171-4380968-9875511,Amazon,Expedited
171-0727904-3890756,Amazon,Expedited
403-6038820-1013151,Merchant,Standard
407-3313534-3404351,Amazon,Expedited
407-9441147-5889124,Amazon,Expedited
404-3119713-3394721,Merchant,Standard
403-4382405-4485115,Merchant,Standard
405-3228034-2732322,Amazon,Expedited
407-1817832-8673134,Merchant,Standard
403-9115284-9361147,Amazon,Expedited
407-8353389-1241964,Merchant,Standard
404-0260335-1002720,Merchant,Standard
405-2256063-1940363,Merchant,Standard
171-1204648-5887558,Amazon,Expedited
406-0139165-7385137,Merchant,Standard
406-1053701-6542746,Amazon,Expedited
402-8295586-2895553,Amazon,Expedited
403-0718748-8044318,Merchant,Standard
408-9406034-0237145,Merchant,Standard
408-2444319-4678763,Merchant,Standard
407-7268457-2258745,Amazon,Expedited
407-5940694-4157930,Merchant,Standard
403-2859783-8917924,Amazon,Expedited
406-0430728-5705139,Merchant,Standard
408-4097217-4063555,Amazon,Expedited
404-2690744-8845169,Amazon,Expedited
171-9858043-4405109,Merchant,Standard
171-1585949-4069941,Amazon,Expedited
405-3455707-4040328,Amazon,Expedited
408-5163366-7435511,Amazon,Expedited
408-2178332-3281104,Amazon,Expedited
405-6988105-5835502,Amazon,Expedited
404-9439856-0349915,Amazon,Expedited
171-3298139-6227543,Merchant,Standard
403-6679899-7266723,Amazon,Expedited
405-3296680-2092303,Amazon,Expedited
408-6148691-7042763,Amazon,Expedited
404-3276446-1785157,Amazon,Expedited
403-7336195-5877953,Merchant,Standard
403-8521833-8168337,Merchant,Standard
403-5129990-6638739,Amazon,Expedited
402-2957518-9575511,Merchant,Standard
403-6318420-7385911,Amazon,Expedited
402-6594458-1659525,Merchant,Standard
402-7133979-6284333,Amazon,Expedited
408-0577260-1805964,Amazon,Expedited
404-7682890-6502761,Amazon,Expedited
404-4292755-4736303,Amazon,Expedited
405-8213737-9674764,Amazon,Expedited
406-4393128-5629912,Amazon,Expedited
408-3104914-9490754,Amazon,Expedited
406-1842397-6510706,Amazon,Expedited
171-5187862-8564334,Amazon,Expedited
404-9523950-5697151,Amazon,Expedited
404-8540214-8125160,Amazon,Expedited
403-6883797-3182753,Merchant,Standard
406-7365128-0756336,Amazon,Expedited
405-7746717-3433122,Merchant,Standard
408-6096559-3389101,Amazon,Expedited
404-9621364-6708356,Amazon,Expedited
407-6199504-4778758,Amazon,Expedited
403-6512111-6497925,Amazon,Expedited
405-1764324-9333168,Amazon,Expedited
408-7605245-4309903,Amazon,Expedited
405-1919559-4711523,Merchant,Standard
408-8050115-0779557,Amazon,Expedited
407-2085563-2773932,Merchant,Standard
407-5605457-2782714,Amazon,Expedited
171-4400788-8911549,Amazon,Expedited
404-8999662-5943548,Amazon,Expedited
405-9658159-6439516,Amazon,Expedited
406-6604176-4397923,Amazon,Expedited
406-5697404-4126712,Amazon,Expedited
405-3587608-3685961,Merchant,Standard
404-2313510-8753132,Merchant,Standard
171-2099308-6005156,Amazon,Expedited
408-6804335-3039538,Amazon,Expedited
408-9023250-5291526,Merchant,Standard
402-6697165-3536368,Amazon,Expedited
403-8086324-7503500,Merchant,Standard
407-0609945-5169927,Merchant,Standard
171-0966996-3200340,Amazon,Expedited
404-8544035-6595561,Amazon,Expedited
404-6240949-2553167,Merchant,Standard
171-0682801-2017135,Amazon,Expedited
171-4477015-2708348,Amazon,Expedited
404-9117259-2548337,Amazon,Expedited
171-6966870-2049121,Amazon,Expedited
402-4651778-4259505,Amazon,Expedited
407-3240699-2080365,Merchant,Standard
403-7688029-3506706,Amazon,Expedited
403-3588949-9453135,Amazon,Expedited
404-5918512-8733937,Merchant,Standard
171-7677156-3597933,Merchant,Standard
406-3536411-9751506,Amazon,Expedited
404-5569076-6477951,Amazon,Expedited
402-1500350-9807568,Amazon,Expedited
408-1798845-9406769,Merchant,Standard
407-6014076-6959530,Amazon,Expedited
408-9910405-8432301,Merchant,Standard
405-1970534-0847521,Amazon,Expedited
408-0241704-3949145,Merchant,Standard
408-0241704-3949145,Merchant,Standard
404-7089451-7537963,Amazon,Expedited
171-0066199-7241921,Merchant,Standard
403-7801558-7756352,Merchant,Standard
403-7801558-7756352,Merchant,Standard
403-3833371-4185950,Amazon,Expedited
405-3051028-7888319,Amazon,Expedited
405-2954233-0885114,Merchant,Standard
407-3051875-5620359,Amazon,Expedited
407-7801903-2094711,Amazon,Expedited
402-7419795-8832343,Amazon,Expedited
405-6568450-2416345,Merchant,Standard
402-0098691-9703546,Amazon,Expedited
405-1585172-0548305,Amazon,Expedited
408-3345323-2587537,Amazon,Expedited
406-7477112-7109125,Amazon,Expedited
406-3415156-5607512,Merchant,Standard
407-6292311-8601959,Merchant,Standard
408-8649090-1325947,Amazon,Expedited
405-9749216-4056336,Amazon,Expedited
403-2251997-0722715,Amazon,Expedited
402-0045570-4848362,Amazon,Expedited
407-8994270-8534716,Merchant,Standard
402-0366829-0294724,Merchant,Standard
407-0954721-9675544,Merchant,Standard
404-9979811-1204333,Merchant,Standard
405-2246990-0777940,Merchant,Standard
407-1262717-3125101,Amazon,Expedited
408-0669618-4967534,Amazon,Expedited
171-9916515-6756331,Amazon,Expedited
404-7671334-6514760,Amazon,Expedited
406-2867469-8047535,Amazon,Expedited
404-6201740-2557903,Merchant,Standard
403-9794267-8419524,Merchant,Standard
407-1162074-6756363,Merchant,Standard
402-5875524-0165161,Amazon,Expedited
402-5875524-0165161,Amazon,Expedited
402-5787864-2147519,Amazon,Expedited
408-6244961-9007541,Amazon,Expedited
171-5769331-1276350,Amazon,Expedited
404-9262046-4015505,Merchant,Standard
405-7757387-2727568,Merchant,Standard
402-0538923-6372339,Merchant,Standard
402-0538923-6372339,Merchant,Standard
408-1276142-4174768,Amazon,Expedited
407-3881664-2192312,Amazon,Expedited
402-1344996-1941123,Amazon,Standard
408-6041849-5066740,Merchant,Standard
407-9658439-2113941,Amazon,Expedited
405-1309020-7142734,Merchant,Standard
405-5875412-0371502,Merchant,Standard
405-3640220-0073944,Amazon,Expedited
406-8759190-9888301,Merchant,Standard
171-4066647-3474762,Amazon,Expedited
404-8198091-0779563,Amazon,Expedited
406-7984994-6069162,Merchant,Standard
408-5366719-3457923,Merchant,Standard
403-7443886-3442752,Amazon,Expedited
405-8743710-6986704,Merchant,Standard
404-6685817-2384311,Merchant,Standard
405-8887440-7610736,Merchant,Standard
404-7596856-4814759,Merchant,Standard
408-2575189-3635543,Amazon,Expedited
408-1927059-6186704,Merchant,Standard
403-1520855-1621947,Amazon,Expedited
404-4293978-7097134,Merchant,Standard
171-9292626-3220321,Amazon,Expedited
402-6621113-0775551,Merchant,Standard
405-7848968-5501909,Amazon,Expedited
405-3917810-0650746,Amazon,Expedited
407-3007368-4017139,Amazon,Expedited
408-2627695-4547558,Amazon,Expedited
171-8820044-0821917,Amazon,Expedited
402-6409452-0419547,Amazon,Expedited
406-0220139-9548366,Amazon,Expedited
406-2539901-3159553,Amazon,Expedited
407-9865127-3950716,Merchant,Standard
403-7096325-0826727,Merchant,Standard
171-9269114-9178764,Amazon,Expedited
408-2772769-9582737,Merchant,Standard
404-0801322-9033932,Merchant,Standard
404-0801322-9033932,Merchant,Standard
171-9772223-7459553,Merchant,Standard
404-9873304-1213128,Amazon,Expedited
171-0805500-1418765,Amazon,Expedited
171-9270872-2310749,Amazon,Expedited
402-6053537-9799504,Amazon,Expedited
402-4380388-4495542,Amazon,Expedited
408-6125939-7597153,Amazon,Expedited
405-8362760-8534707,Amazon,Expedited
407-7026053-2683515,Amazon,Expedited
405-1803410-0664334,Amazon,Expedited
171-7222088-7624324,Merchant,Standard
405-8060110-4281940,Amazon,Expedited
408-0024573-2687504,Merchant,Standard
407-6287363-8009939,Amazon,Expedited
406-1206532-0925913,Amazon,Expedited
171-6620689-2676365,Amazon,Expedited
171-3265986-7781924,Merchant,Standard
408-9032642-9746728,Merchant,Standard
407-5426283-5382711,Amazon,Expedited
407-5426283-5382711,Amazon,Expedited
407-9901950-0309134,Merchant,Standard
407-5800332-1995518,Merchant,Standard
404-9313681-3249165,Amazon,Expedited
408-5737842-3203553,Amazon,Expedited
171-6650244-7777104,Amazon,Expedited
171-9779319-7510724,Merchant,Standard
407-7280785-1564340,Merchant,Standard
408-8758447-5870701,Merchant,Standard
408-0330486-9208321,Amazon,Expedited
402-9630711-2450755,Amazon,Expedited
403-1121435-6710703,Amazon,Expedited
408-9736271-8016328,Merchant,Standard
171-9105317-1569103,Merchant,Standard
408-4163402-6846741,Merchant,Standard
408-3215724-8847533,Amazon,Expedited
404-9737710-7109945,Amazon,Expedited
406-8985990-7477108,Amazon,Expedited
171-2918139-4079555,Amazon,Expedited
406-7223714-5500331,Merchant,Standard
406-7223714-5500331,Merchant,Standard
406-5661704-4480312,Amazon,Expedited
171-6899752-6674764,Amazon,Expedited
403-5954745-2222729,Amazon,Expedited
406-8808676-0300360,Amazon,Expedited
403-4684897-4037142,Amazon,Expedited
171-7273875-5669114,Amazon,Expedited
403-4800774-7016354,Merchant,Standard
403-4800774-7016354,Merchant,Standard
404-8558876-4890753,Amazon,Expedited
405-9082547-0437901,Amazon,Expedited
405-0999803-4788342,Amazon,Expedited
406-3833324-1601931,Amazon,Expedited
405-7729816-5054719,Merchant,Standard
405-4791813-4285908,Amazon,Expedited
407-7453056-6969134,Merchant,Standard
405-2555390-4649112,Merchant,Standard
404-1721582-7503524,Amazon,Expedited
405-3003605-7663546,Amazon,Expedited
407-1038846-6646711,Merchant,Standard
407-7309796-1652341,Amazon,Expedited
404-1468499-5038720,Amazon,Expedited
403-2875225-7407525,Merchant,Standard
403-9679139-2648306,Merchant,Standard
408-0622219-7750735,Amazon,Expedited
404-1771992-1241165,Amazon,Expedited
404-1771992-1241165,Amazon,Expedited
408-5108682-4462768,Merchant,Standard
403-0984673-1893161,Amazon,Expedited
408-6871860-5446709,Amazon,Expedited
402-4520980-0448345,Merchant,Standard
171-0024891-4859557,Merchant,Standard
404-3046331-3477952,Amazon,Expedited
406-6427636-5969134,Amazon,Expedited
404-6366485-4632350,Merchant,Standard
405-6315942-1996356,Amazon,Expedited
405-6315942-1996356,Amazon,Expedited
407-9203149-1548350,Amazon,Expedited
404-1046937-3186743,Amazon,Expedited
406-5570286-0731543,Amazon,Expedited
402-3938898-6574756,Amazon,Expedited
404-2628052-7539536,Amazon,Expedited
406-5564359-5034749,Amazon,Expedited
405-5892680-0354763,Amazon,Expedited
405-4940752-3939533,Amazon,Expedited
405-7024826-5408330,Amazon,Expedited
402-9388711-2602742,Amazon,Expedited
406-8199452-3926750,Amazon,Expedited
406-8199452-3926750,Amazon,Expedited
406-3338330-9401954,Merchant,Standard
406-3338330-9401954,Merchant,Standard
408-9447199-1932334,Amazon,Expedited
403-4178575-0886725,Amazon,Expedited
407-4640108-0037911,Amazon,Expedited
404-0738988-8881133,Amazon,Expedited
408-7841589-8640309,Amazon,Expedited
402-3801894-3401158,Amazon,Expedited
405-8947813-7540363,Amazon,Expedited
404-6220306-9013926,Amazon,Expedited
406-8657328-9531564,Amazon,Expedited
404-5425289-3721119,Amazon,Expedited
408-8500416-7191543,Merchant,Standard
405-0403818-9772317,Merchant,Standard
403-3261212-5592343,Amazon,Expedited
407-7673209-2409130,Amazon,Expedited
405-6275069-8709919,Merchant,Standard
407-3701688-6089161,Merchant,Standard
408-4129384-7673926,Amazon,Expedited
404-0433154-9049938,Merchant,Standard
171-0159968-6273142,Merchant,Standard
405-7805561-2949927,Merchant,Standard
404-7509848-7239517,Amazon,Expedited
171-5220209-8891516,Merchant,Standard
404-9149250-5005908,Merchant,Standard
405-3079740-3521137,Merchant,Standard
404-5789217-2697905,Merchant,Standard
404-5789217-2697905,Merchant,Standard
407-6150922-7609125,Amazon,Expedited
405-1435012-6252364,Amazon,Expedited
405-1435012-6252364,Amazon,Expedited
407-9524774-0175538,Merchant,Standard
408-5803039-6621905,Amazon,Expedited
171-1915151-6366754,Amazon,Expedited
407-3127314-5861108,Amazon,Expedited
171-2954233-6624320,Amazon,Expedited
406-6565652-2826731,Amazon,Expedited
402-2367104-5450731,Amazon,Expedited
403-2206763-8769959,Amazon,Expedited
408-2798621-3171557,Amazon,Expedited
408-6741723-6460306,Merchant,Standard
408-5252722-2417118,Amazon,Standard
403-0045132-5807554,Merchant,Standard
403-9086038-1105965,Amazon,Expedited
407-9370779-4046756,Amazon,Expedited
405-5025634-0157943,Amazon,Expedited
404-8202574-0923527,Amazon,Expedited
171-8840763-8465152,Amazon,Expedited
171-3997496-6461969,Amazon,Expedited
407-1102703-0885120,Amazon,Expedited
403-0406329-4165950,Amazon,Expedited
404-9203661-1783520,Amazon,Expedited
404-9203661-1783520,Amazon,Expedited
404-3100337-4458732,Merchant,Standard
408-1785518-4495534,Amazon,Expedited
402-7833750-9277129,Amazon,Expedited
404-4809088-4011512,Amazon,Expedited
404-4325714-1741905,Amazon,Expedited
405-7069456-6740303,Amazon,Expedited
407-4203221-4375534,Amazon,Expedited
407-8591029-9589903,Amazon,Expedited
171-7981466-8156301,Amazon,Expedited
171-0749543-8797137,Merchant,Standard
402-3889841-1576308,Amazon,Expedited
405-5312007-9881164,Amazon,Expedited
404-3768722-8781145,Merchant,Standard
402-3536812-6539528,Merchant,Standard
404-4144507-5376354,Merchant,Standard
403-5061524-1069157,Amazon,Expedited
171-7468176-5116331,Merchant,Standard
171-6835705-6345957,Amazon,Expedited
405-2290596-2564335,Amazon,Expedited
403-2121637-3275525,Amazon,Expedited
407-6096004-5793922,Amazon,Expedited
408-4111690-9378764,Amazon,Expedited
403-1962480-4791527,Amazon,Expedited
402-3793602-2849965,Merchant,Standard
171-0081554-6093915,Amazon,Expedited
408-8363802-3813934,Merchant,Standard
408-3474789-8203513,Amazon,Expedited
404-5043804-0560348,Amazon,Expedited
407-7766490-9912333,Amazon,Expedited
404-1568140-9281111,Amazon,Expedited
402-6167757-3497117,Amazon,Expedited
403-3546618-5447508,Amazon,Expedited
403-5321908-1061103,Merchant,Standard
171-9148955-5609926,Merchant,Standard
171-9148955-5609926,Merchant,Standard
407-6560458-4010752,Merchant,Standard
408-6645050-2397918,Amazon,Expedited
405-3447018-1951558,Amazon,Expedited
408-6823756-2624346,Merchant,Standard
403-9358978-1325963,Merchant,Standard
403-7985902-0760311,Merchant,Standard
408-3126030-8968352,Amazon,Standard
171-3337849-8785139,Amazon,Expedited
407-3298145-4302730,Amazon,Expedited
406-4969597-4889915,Merchant,Standard
171-5907336-2046713,Amazon,Expedited
408-1500068-2601162,Merchant,Standard
407-2864994-9107525,Amazon,Expedited
171-9574456-5181960,Amazon,Expedited
171-4566933-4406755,Amazon,Expedited
406-6199896-7708345,Merchant,Standard
406-3344750-3089905,Amazon,Expedited
171-2132772-4273153,Amazon,Expedited
408-4303365-7087517,Amazon,Expedited
405-8691156-3881156,Amazon,Expedited
407-3652323-1742754,Amazon,Expedited
408-6302592-9064349,Merchant,Standard
408-3987542-7674749,Amazon,Expedited
408-1549094-4983544,Merchant,Standard
405-3169562-8093162,Amazon,Expedited
402-8030507-3294716,Amazon,Expedited
405-2355859-0283567,Amazon,Expedited
405-0272567-4338740,Merchant,Standard
171-4044598-7607555,Merchant,Standard
402-9553911-3797120,Amazon,Expedited
402-6159104-4848320,Merchant,Standard
171-8520982-9029148,Amazon,Expedited
402-3721594-5141167,Amazon,Expedited
404-3803046-4068323,Amazon,Expedited
403-7571956-4268354,Amazon,Expedited
406-2144180-2646752,Amazon,Expedited
404-9824686-5295561,Merchant,Standard
171-2247193-1690717,Amazon,Expedited
408-8518646-9233100,Amazon,Expedited
403-9775429-2272333,Merchant,Standard
405-1373047-4153135,Amazon,Expedited
404-7475490-3053105,Amazon,Expedited
171-5270050-6743567,Amazon,Expedited
406-0864370-9908303,Merchant,Standard
408-5988810-7910756,Amazon,Expedited
402-4702141-8547508,Amazon,Expedited
408-7768926-8517944,Amazon,Expedited
403-2763517-3089934,Amazon,Expedited
171-5093113-1243543,Merchant,Standard
403-9066060-8581933,Amazon,Expedited
408-3677713-8485149,Amazon,Expedited
403-6657485-3281128,Amazon,Expedited
404-2025769-7652308,Amazon,Expedited
404-9641041-5035566,Merchant,Standard
404-9641041-5035566,Merchant,Standard
404-9641041-5035566,Merchant,Standard
404-6158849-9643565,Amazon,Expedited
404-6158849-9643565,Amazon,Expedited
404-2975046-1570766,Amazon,Expedited
402-8465050-7143536,Merchant,Standard
406-9924689-5296303,Amazon,Expedited
406-4178197-8942739,Amazon,Expedited
171-5193873-7181165,Amazon,Expedited
404-3610194-6117904,Merchant,Standard
403-1936015-3329911,Merchant,Standard
406-4335609-4474738,Amazon,Expedited
402-7358480-3850742,Amazon,Expedited
402-3637628-6216328,Amazon,Expedited
405-4258506-7144359,Amazon,Expedited
405-5073194-8292314,Amazon,Expedited
405-3644036-0542714,Amazon,Expedited
407-8663785-1503551,Amazon,Expedited
402-3104369-8293129,Merchant,Standard
402-4182256-5782709,Amazon,Expedited
407-2055242-3022767,Amazon,Expedited
403-3540648-1793131,Amazon,Expedited
405-8540320-4349165,Amazon,Expedited
408-6206339-7301152,Amazon,Expedited
408-1329055-1078753,Amazon,Expedited
406-7692730-3565952,Amazon,Expedited
406-1187718-9731502,Amazon,Expedited
407-5280017-3858715,Merchant,Standard
171-9235054-5255567,Merchant,Standard
408-5097072-4712322,Merchant,Standard
402-0633442-9544323,Merchant,Standard
171-9712318-4339562,Amazon,Expedited
405-5817439-9782714,Amazon,Expedited
171-6894926-6068366,Amazon,Expedited
406-7687571-7143553,Amazon,Expedited
406-2921852-0802729,Amazon,Expedited
406-2598786-8424360,Merchant,Standard
406-7359682-1029150,Amazon,Expedited
403-7088829-1117968,Amazon,Expedited
407-5822698-8809124,Merchant,Standard
403-3394386-2912303,Merchant,Standard
407-4011423-5932318,Amazon,Expedited
404-8997701-5838730,Merchant,Standard
407-0245478-1425941,Amazon,Expedited
405-6381642-1973957,Amazon,Expedited
406-5038784-6710761,Merchant,Standard
171-0242185-4022727,Merchant,Standard
402-9175044-8970764,Amazon,Expedited
403-2901886-1961143,Amazon,Expedited
408-0825449-6940337,Merchant,Standard
406-0856423-5669159,Amazon,Expedited
404-0105960-6485163,Amazon,Expedited
